,var2(t-1),var3(t-1),var4(t-1),var5(t-1),var6(t-1),var7(t-1),var8(t-1),var9(t-1),var2(t)
21978,110.0,21.0,27.0,1002.0,SE,13.86,0.0,0.0,132.0
21979,132.0,21.0,26.0,1002.0,SE,16.99,0.0,0.0,149.0
21980,149.0,21.0,26.0,1003.0,SE,20.12,0.0,0.0,133.0
21981,133.0,21.0,25.0,1004.0,SE,21.91,0.0,0.0,124.0
21982,124.0,21.0,25.0,1005.0,SE,23.7,0.0,0.0,122.0
21983,122.0,20.0,22.0,1004.0,NW,4.02,0.0,1.0,32.0
21984,32.0,20.0,22.0,1002.0,SE,3.13,0.0,2.0,34.0
21985,34.0,20.0,21.0,1003.0,NW,7.15,0.0,0.0,46.0
21986,46.0,20.0,21.0,1003.0,cv,0.89,0.0,0.0,47.0
21987,47.0,20.0,22.0,1002.0,cv,1.78,0.0,0.0,53.0
21988,53.0,20.0,22.0,1002.0,cv,2.23,0.0,0.0,55.0
21989,55.0,20.0,22.0,1003.0,NW,0.89,0.0,0.0,52.0
21990,52.0,20.0,22.0,1003.0,NW,2.68,0.0,0.0,52.0
21991,52.0,21.0,22.0,1003.0,NW,3.57,0.0,0.0,56.0
21992,56.0,21.0,22.0,1003.0,NW,5.36,0.0,0.0,59.0
21993,59.0,21.0,23.0,1003.0,cv,0.89,0.0,0.0,90.0
21994,90.0,21.0,24.0,1003.0,cv,1.78,0.0,0.0,112.0
21995,112.0,22.0,25.0,1003.0,SE,1.79,0.0,0.0,123.0
21996,123.0,22.0,26.0,1003.0,cv,0.89,0.0,0.0,133.0
21997,133.0,22.0,26.0,1002.0,cv,1.78,0.0,0.0,155.0
21998,155.0,22.0,25.0,1003.0,SE,1.79,0.0,1.0,153.0
21999,153.0,23.0,24.0,1003.0,cv,1.79,0.0,2.0,159.0
22000,159.0,23.0,25.0,1002.0,cv,2.68,0.0,0.0,168.0
22001,168.0,23.0,25.0,1002.0,SE,1.79,0.0,0.0,179.0
22002,179.0,23.0,25.0,1002.0,NE,1.79,0.0,0.0,199.0
22003,199.0,23.0,25.0,1002.0,NE,3.58,0.0,0.0,184.0
22004,184.0,23.0,25.0,1002.0,NE,5.37,0.0,0.0,194.0
22005,194.0,23.0,24.0,1002.0,NE,7.16,0.0,0.0,188.0
22006,188.0,23.0,24.0,1002.0,NE,8.95,0.0,1.0,189.0
22007,189.0,23.0,24.0,1002.0,cv,0.89,0.0,0.0,179.0
22008,179.0,23.0,24.0,1002.0,cv,1.78,0.0,0.0,184.0
22009,184.0,23.0,24.0,1002.0,cv,2.67,0.0,0.0,177.0
22010,177.0,23.0,24.0,1002.0,NW,1.79,0.0,1.0,180.0
22011,180.0,23.0,24.0,1002.0,cv,0.89,0.0,2.0,180.0
22012,180.0,23.0,24.0,1002.0,NE,1.79,0.0,0.0,183.0
22013,183.0,23.0,24.0,1002.0,cv,0.89,0.0,0.0,187.0
22014,187.0,23.0,23.0,1002.0,NE,0.89,0.0,0.0,177.0
22015,177.0,23.0,23.0,1002.0,SE,1.79,0.0,0.0,179.0
22016,179.0,23.0,24.0,1002.0,cv,0.89,0.0,0.0,183.0
22017,183.0,24.0,25.0,1003.0,cv,1.78,0.0,0.0,173.0
22018,173.0,24.0,26.0,1002.0,SE,3.13,0.0,0.0,175.0
22019,175.0,24.0,27.0,1002.0,SE,4.92,0.0,0.0,168.0
22020,168.0,24.0,28.0,1002.0,SE,8.05,0.0,0.0,178.0
22021,178.0,24.0,28.0,1002.0,SE,11.18,0.0,0.0,157.0
22022,157.0,24.0,29.0,1001.0,SE,12.97,0.0,0.0,110.0
22023,110.0,24.0,31.0,1001.0,SE,16.1,0.0,0.0,97.0
22024,97.0,24.0,30.0,1001.0,SE,20.12,0.0,0.0,90.0
22025,90.0,25.0,31.0,1000.0,SE,24.14,0.0,0.0,103.0
22026,103.0,24.0,30.0,1000.0,SE,28.16,0.0,0.0,105.0
22027,105.0,24.0,30.0,1000.0,SE,32.18,0.0,0.0,134.0
22028,134.0,24.0,29.0,1000.0,SE,35.31,0.0,0.0,210.0
22029,210.0,24.0,29.0,1001.0,SE,38.44,0.0,0.0,232.0
22030,232.0,24.0,28.0,1001.0,SE,41.57,0.0,1.0,167.0
22031,167.0,22.0,27.0,1001.0,SE,44.7,0.0,2.0,163.0
22032,163.0,21.0,27.0,1002.0,SE,47.83,0.0,0.0,171.0
22033,171.0,22.0,26.0,1002.0,cv,0.89,0.0,0.0,152.0
22034,152.0,23.0,25.0,1001.0,cv,1.78,0.0,0.0,136.0
22035,136.0,23.0,25.0,1001.0,cv,2.67,0.0,0.0,149.0
22036,149.0,23.0,25.0,1001.0,cv,3.56,0.0,0.0,163.0
22037,163.0,23.0,24.0,1001.0,SE,0.89,0.0,0.0,169.0
22038,169.0,23.0,25.0,1002.0,cv,0.89,0.0,0.0,177.0
22039,177.0,23.0,25.0,1002.0,cv,1.78,0.0,0.0,184.0
22040,184.0,24.0,26.0,1002.0,cv,2.67,0.0,0.0,186.0
22041,186.0,23.0,26.0,1002.0,NE,1.79,0.0,0.0,185.0
22042,185.0,24.0,26.0,1003.0,NW,1.79,0.0,0.0,174.0
22043,174.0,24.0,26.0,1003.0,NW,3.58,0.0,0.0,152.0
22044,152.0,24.0,28.0,1003.0,NW,6.71,0.0,0.0,145.0
22045,145.0,24.0,29.0,1002.0,NW,9.84,0.0,0.0,135.0
22046,135.0,24.0,31.0,1002.0,cv,0.89,0.0,0.0,120.0
22047,120.0,23.0,31.0,1001.0,SE,1.79,0.0,0.0,130.0
22048,130.0,23.0,31.0,1002.0,cv,0.89,0.0,0.0,139.0
22049,139.0,24.0,29.0,1001.0,SE,4.92,0.0,0.0,113.0
22050,113.0,23.0,28.0,1001.0,SE,8.94,0.0,0.0,113.0
22051,113.0,23.0,27.0,1002.0,SE,13.86,0.0,0.0,119.0
22052,119.0,24.0,27.0,1002.0,SE,17.88,0.0,0.0,122.0
22053,122.0,24.0,27.0,1002.0,SE,19.67,0.0,0.0,125.0
22054,125.0,24.0,26.0,1003.0,SE,21.46,0.0,0.0,115.0
22055,115.0,24.0,26.0,1002.0,SE,24.59,0.0,0.0,109.0
22056,109.0,24.0,26.0,1002.0,SE,26.38,0.0,1.0,115.0
22057,115.0,24.0,25.0,1002.0,SE,29.51,0.0,2.0,103.0
22058,103.0,24.0,24.0,1002.0,SE,32.64,0.0,3.0,101.0
22059,101.0,23.0,24.0,1002.0,SE,34.43,0.0,5.0,95.0
22060,95.0,23.0,24.0,1002.0,SE,37.56,0.0,7.0,95.0
22061,95.0,23.0,24.0,1002.0,cv,0.89,0.0,8.0,92.0
22062,92.0,23.0,24.0,1002.0,NE,0.89,0.0,9.0,110.0
22063,110.0,24.0,24.0,1003.0,NE,1.78,0.0,10.0,122.0
22064,122.0,24.0,24.0,1002.0,cv,0.89,0.0,0.0,127.0
22065,127.0,24.0,25.0,1003.0,cv,1.78,0.0,0.0,122.0
22066,122.0,24.0,25.0,1003.0,cv,2.67,0.0,0.0,110.0
22067,110.0,24.0,25.0,1003.0,cv,3.56,0.0,0.0,104.0
22068,104.0,24.0,25.0,1003.0,SE,1.79,0.0,0.0,103.0
22069,103.0,24.0,27.0,1003.0,SE,3.58,0.0,0.0,107.0
22070,107.0,24.0,28.0,1002.0,SE,6.71,0.0,0.0,106.0
22071,106.0,24.0,28.0,1002.0,SE,9.84,0.0,0.0,89.0
22072,89.0,24.0,28.0,1002.0,SE,12.97,0.0,0.0,96.0
22073,96.0,24.0,27.0,1001.0,SE,16.99,0.0,0.0,90.0
22074,90.0,24.0,27.0,1001.0,SE,21.01,0.0,0.0,92.0
22075,92.0,24.0,26.0,1001.0,SE,24.14,0.0,1.0,94.0
22076,94.0,23.0,26.0,1001.0,SE,25.93,0.0,2.0,73.0
22077,73.0,24.0,25.0,1001.0,SE,29.95,0.0,0.0,72.0
22078,72.0,23.0,25.0,1002.0,SE,33.08,0.0,0.0,47.0
22079,47.0,23.0,25.0,1002.0,cv,0.89,0.0,0.0,60.0
22080,60.0,23.0,24.0,1002.0,SE,1.79,0.0,0.0,62.0
22081,62.0,23.0,24.0,1001.0,SE,3.58,0.0,0.0,66.0
22082,66.0,23.0,24.0,1001.0,SE,5.37,0.0,0.0,73.0
22083,73.0,23.0,24.0,1000.0,SE,7.16,0.0,0.0,61.0
22084,61.0,23.0,24.0,1000.0,cv,0.89,0.0,0.0,52.0
22085,52.0,23.0,24.0,999.0,NW,1.79,0.0,0.0,48.0
22086,48.0,23.0,24.0,999.0,NW,4.92,0.0,0.0,47.0
22087,47.0,23.0,24.0,999.0,NW,6.71,0.0,0.0,52.0
22088,52.0,24.0,26.0,998.0,NW,8.5,0.0,0.0,42.0
22089,42.0,24.0,27.0,998.0,NW,10.29,0.0,0.0,33.0
22090,33.0,25.0,29.0,998.0,NW,13.42,0.0,0.0,35.0
22091,35.0,24.0,29.0,997.0,cv,0.89,0.0,0.0,35.0
22092,35.0,24.0,30.0,996.0,cv,1.78,0.0,0.0,36.0
22093,36.0,25.0,32.0,996.0,cv,2.67,0.0,0.0,30.0
22094,30.0,25.0,31.0,995.0,SE,3.13,0.0,0.0,46.0
22095,46.0,25.0,32.0,994.0,SE,7.15,0.0,0.0,53.0
22096,53.0,25.0,32.0,993.0,SE,10.28,0.0,0.0,63.0
22097,63.0,25.0,32.0,992.0,SE,16.09,0.0,0.0,67.0
22098,67.0,25.0,31.0,993.0,SE,21.9,0.0,0.0,56.0
22099,56.0,25.0,30.0,994.0,SE,29.05,0.0,0.0,56.0
22100,56.0,21.0,22.0,995.0,SE,41.12,0.0,2.0,22.0
22101,22.0,21.0,22.0,995.0,SE,42.91,0.0,3.0,20.0
22102,20.0,21.0,23.0,995.0,NW,1.79,0.0,0.0,33.0
22103,33.0,22.0,23.0,996.0,NW,6.71,0.0,0.0,43.0
22104,43.0,21.0,22.0,995.0,cv,0.89,0.0,0.0,25.0
22105,25.0,21.0,23.0,995.0,NW,1.79,0.0,0.0,33.0
22106,33.0,21.0,23.0,995.0,NW,4.92,0.0,0.0,45.0
22107,45.0,21.0,23.0,994.0,cv,0.89,0.0,0.0,54.0
22108,54.0,21.0,22.0,994.0,SE,1.79,0.0,0.0,49.0
22109,49.0,21.0,21.0,994.0,SE,3.58,0.0,0.0,47.0
22110,47.0,21.0,21.0,995.0,SE,4.47,0.0,0.0,61.0
22111,61.0,21.0,21.0,995.0,cv,0.89,0.0,0.0,79.0
22112,79.0,21.0,22.0,995.0,SE,1.79,0.0,0.0,86.0
22113,86.0,22.0,22.0,995.0,NE,1.79,0.0,0.0,101.0
22114,101.0,22.0,24.0,995.0,cv,1.79,0.0,0.0,96.0
22115,96.0,23.0,26.0,995.0,SE,1.79,0.0,0.0,95.0
22116,95.0,22.0,27.0,994.0,cv,0.89,0.0,0.0,87.0
22117,87.0,23.0,28.0,994.0,SE,3.13,0.0,0.0,65.0
22118,65.0,24.0,30.0,993.0,SE,4.92,0.0,0.0,76.0
22119,76.0,23.0,29.0,994.0,NE,1.79,0.0,0.0,80.0
22120,80.0,21.0,29.0,993.0,NW,1.79,0.0,0.0,87.0
22121,87.0,23.0,31.0,993.0,NE,3.13,0.0,0.0,88.0
22122,88.0,23.0,31.0,993.0,SE,1.79,0.0,0.0,94.0
22123,94.0,24.0,29.0,994.0,NE,4.92,0.0,0.0,61.0
22124,61.0,24.0,25.0,995.0,NW,4.02,0.0,0.0,47.0
22125,47.0,23.0,24.0,995.0,NW,7.15,0.0,0.0,29.0
22126,29.0,22.0,25.0,995.0,NW,10.28,0.0,0.0,24.0
22127,24.0,22.0,23.0,996.0,NE,1.79,0.0,0.0,28.0
22128,28.0,21.0,23.0,996.0,NW,1.79,0.0,0.0,28.0
22129,28.0,21.0,23.0,996.0,cv,0.89,0.0,0.0,20.0
22130,20.0,21.0,22.0,996.0,NE,0.89,0.0,0.0,19.0
22131,19.0,21.0,23.0,996.0,cv,0.89,0.0,0.0,25.0
22132,25.0,21.0,22.0,996.0,NW,1.79,0.0,0.0,19.0
22133,19.0,21.0,22.0,997.0,NW,3.58,0.0,0.0,27.0
22134,27.0,21.0,21.0,997.0,NW,5.37,0.0,0.0,19.0
22135,19.0,21.0,22.0,997.0,NW,7.16,0.0,0.0,24.0
22136,24.0,22.0,24.0,998.0,NW,10.29,0.0,0.0,20.0
22137,20.0,22.0,26.0,998.0,NE,3.13,0.0,0.0,20.0
22138,20.0,22.0,27.0,998.0,NE,4.92,0.0,0.0,55.0
22139,55.0,22.0,29.0,998.0,SE,1.79,0.0,0.0,57.0
22140,57.0,21.0,29.0,998.0,cv,0.89,0.0,0.0,35.0
22141,35.0,21.0,31.0,998.0,NE,1.79,0.0,0.0,35.0
22142,35.0,20.0,32.0,997.0,NE,4.92,0.0,0.0,20.0
22143,20.0,21.0,29.0,998.0,NW,3.13,0.0,1.0,13.0
22144,13.0,22.0,31.0,997.0,cv,0.89,0.0,0.0,9.0
22145,9.0,20.0,32.0,997.0,cv,1.78,0.0,0.0,9.0
22146,9.0,21.0,32.0,997.0,NW,3.13,0.0,0.0,16.0
22147,16.0,19.0,28.0,998.0,NE,5.81,0.0,0.0,14.0
22148,14.0,19.0,27.0,999.0,NW,3.13,0.0,0.0,0.0
22149,0.0,19.0,27.0,999.0,NE,4.02,0.0,0.0,0.0
22150,0.0,20.0,27.0,1001.0,NE,5.81,0.0,0.0,17.0
22151,17.0,20.0,26.0,1002.0,SE,1.79,0.0,0.0,16.0
22152,16.0,20.0,25.0,1002.0,SE,3.58,0.0,0.0,29.0
22153,29.0,20.0,25.0,1002.0,SE,5.37,0.0,0.0,26.0
22154,26.0,21.0,23.0,1002.0,SE,6.26,0.0,0.0,18.0
22155,18.0,21.0,23.0,1002.0,cv,0.89,0.0,0.0,17.0
22156,17.0,20.0,23.0,1002.0,NW,1.79,0.0,0.0,31.0
22157,31.0,20.0,22.0,1003.0,NW,3.58,0.0,0.0,25.0
22158,25.0,20.0,22.0,1003.0,NW,4.47,0.0,0.0,33.0
22159,33.0,22.0,23.0,1003.0,NE,1.79,0.0,0.0,25.0
22160,25.0,22.0,24.0,1004.0,NW,1.79,0.0,0.0,22.0
22161,22.0,20.0,26.0,1004.0,NW,4.92,0.0,0.0,15.0
22162,15.0,19.0,27.0,1005.0,NE,4.02,0.0,0.0,10.0
22163,10.0,20.0,28.0,1005.0,NE,7.15,0.0,0.0,8.0
22164,8.0,18.0,29.0,1005.0,NE,8.94,0.0,0.0,7.0
22165,7.0,19.0,30.0,1004.0,cv,0.89,0.0,0.0,11.0
22166,11.0,19.0,30.0,1004.0,cv,1.78,0.0,0.0,14.0
22167,14.0,19.0,30.0,1003.0,cv,2.67,0.0,0.0,17.0
22168,17.0,17.0,30.0,1003.0,cv,3.56,0.0,0.0,28.0
22169,28.0,19.0,30.0,1002.0,cv,5.35,0.0,0.0,34.0
22170,34.0,21.0,30.0,1002.0,SE,3.13,0.0,0.0,33.0
22171,33.0,19.0,29.0,1002.0,SE,6.26,0.0,0.0,36.0
22172,36.0,19.0,29.0,1003.0,SE,10.28,0.0,0.0,38.0
22173,38.0,20.0,27.0,1003.0,SE,12.07,0.0,0.0,41.0
22174,41.0,21.0,26.0,1004.0,cv,0.89,0.0,0.0,42.0
22175,42.0,20.0,26.0,1004.0,cv,1.78,0.0,0.0,38.0
22176,38.0,22.0,24.0,1004.0,NE,0.89,0.0,0.0,46.0
22177,46.0,22.0,24.0,1004.0,NE,1.78,0.0,0.0,47.0
22178,47.0,22.0,23.0,1004.0,NE,3.57,0.0,0.0,61.0
22179,61.0,21.0,23.0,1004.0,cv,0.45,0.0,0.0,57.0
22180,57.0,21.0,22.0,1004.0,NW,1.79,0.0,0.0,54.0
22181,54.0,21.0,22.0,1004.0,NE,1.79,0.0,0.0,48.0
22182,48.0,20.0,23.0,1004.0,cv,0.89,0.0,0.0,38.0
22183,38.0,20.0,23.0,1004.0,cv,1.78,0.0,0.0,25.0
22184,25.0,19.0,24.0,1005.0,cv,2.67,0.0,0.0,23.0
22185,23.0,18.0,25.0,1005.0,NE,3.13,0.0,0.0,21.0
22186,21.0,17.0,27.0,1005.0,NE,7.15,0.0,0.0,19.0
22187,19.0,17.0,28.0,1005.0,NE,10.28,0.0,0.0,17.0
22188,17.0,17.0,29.0,1005.0,NW,1.79,0.0,0.0,16.0
22189,16.0,16.0,29.0,1004.0,NE,3.13,0.0,0.0,14.0
22190,14.0,16.0,31.0,1004.0,NE,6.26,0.0,0.0,15.0
22191,15.0,15.0,30.0,1003.0,NE,8.05,0.0,0.0,15.0
22192,15.0,15.0,30.0,1003.0,cv,1.79,0.0,0.0,19.0
22193,19.0,17.0,30.0,1002.0,SE,3.13,0.0,0.0,15.0
22194,15.0,16.0,29.0,1002.0,SE,4.92,0.0,0.0,19.0
22195,19.0,16.0,29.0,1002.0,SE,6.71,0.0,0.0,33.0
22196,33.0,17.0,28.0,1002.0,SE,9.84,0.0,0.0,34.0
22197,34.0,17.0,26.0,1003.0,SE,11.63,0.0,0.0,31.0
22198,31.0,18.0,25.0,1004.0,SE,12.52,0.0,0.0,39.0
22199,39.0,18.0,24.0,1004.0,SE,14.31,0.0,0.0,53.0
22200,53.0,18.0,25.0,1004.0,SE,16.1,0.0,0.0,63.0
22201,63.0,19.0,23.0,1004.0,cv,0.89,0.0,0.0,60.0
22202,60.0,20.0,22.0,1004.0,NE,1.79,0.0,0.0,63.0
22203,63.0,20.0,22.0,1004.0,cv,0.89,0.0,0.0,59.0
22204,59.0,19.0,21.0,1004.0,NE,0.89,0.0,0.0,48.0
22205,48.0,19.0,20.0,1004.0,NE,1.78,0.0,0.0,52.0
22206,52.0,19.0,20.0,1005.0,NE,3.57,0.0,0.0,54.0
22207,54.0,19.0,21.0,1005.0,NW,1.79,0.0,0.0,50.0
22208,50.0,20.0,24.0,1006.0,NW,3.58,0.0,0.0,32.0
22209,32.0,18.0,26.0,1006.0,NE,3.13,0.0,0.0,29.0
22210,29.0,19.0,28.0,1006.0,NW,4.02,0.0,0.0,31.0
22211,31.0,19.0,29.0,1006.0,NW,7.15,0.0,0.0,29.0
22212,29.0,19.0,31.0,1006.0,NW,8.94,0.0,0.0,32.0
22213,32.0,17.0,32.0,1005.0,NE,1.79,0.0,0.0,29.0
22214,29.0,18.0,32.0,1005.0,cv,0.89,0.0,0.0,25.0
22215,25.0,15.0,33.0,1004.0,cv,2.68,0.0,0.0,25.0
22216,25.0,15.0,33.0,1004.0,cv,4.47,0.0,0.0,26.0
22217,26.0,15.0,33.0,1004.0,SE,1.79,0.0,0.0,25.0
22218,25.0,15.0,33.0,1004.0,SE,3.58,0.0,0.0,27.0
22219,27.0,14.0,32.0,1004.0,SE,5.37,0.0,0.0,32.0
22220,32.0,17.0,30.0,1004.0,SE,8.5,0.0,0.0,38.0
22221,38.0,16.0,28.0,1005.0,SE,10.29,0.0,0.0,41.0
22222,41.0,15.0,28.0,1006.0,SE,14.31,0.0,0.0,53.0
22223,53.0,17.0,28.0,1006.0,SE,17.44,0.0,0.0,58.0
22224,58.0,17.0,28.0,1006.0,SE,20.57,0.0,0.0,60.0
22225,60.0,18.0,25.0,1007.0,SE,23.7,0.0,0.0,84.0
22226,84.0,19.0,25.0,1007.0,SE,26.83,0.0,0.0,84.0
22227,84.0,20.0,23.0,1007.0,SE,28.62,0.0,0.0,86.0
22228,86.0,19.0,23.0,1007.0,SE,30.41,0.0,0.0,63.0
22229,63.0,19.0,22.0,1007.0,SE,32.2,0.0,0.0,68.0
22230,68.0,19.0,21.0,1008.0,cv,0.89,0.0,0.0,99.0
22231,99.0,21.0,24.0,1008.0,cv,1.34,0.0,0.0,130.0
22232,130.0,21.0,25.0,1009.0,NW,1.79,0.0,0.0,131.0
22233,131.0,20.0,27.0,1009.0,cv,0.89,0.0,0.0,126.0
22234,126.0,20.0,28.0,1009.0,cv,1.78,0.0,0.0,112.0
22235,112.0,20.0,30.0,1009.0,cv,2.67,0.0,0.0,90.0
22236,90.0,20.0,31.0,1008.0,SE,1.79,0.0,0.0,85.0
22237,85.0,19.0,32.0,1008.0,SE,4.92,0.0,0.0,76.0
22238,76.0,16.0,33.0,1007.0,cv,1.79,0.0,0.0,71.0
22239,71.0,17.0,34.0,1007.0,cv,3.58,0.0,0.0,62.0
22240,62.0,17.0,34.0,1006.0,SE,4.02,0.0,0.0,51.0
22241,51.0,17.0,34.0,1006.0,SE,7.15,0.0,0.0,45.0
22242,45.0,16.0,33.0,1006.0,SE,11.17,0.0,0.0,52.0
22243,52.0,17.0,32.0,1007.0,SE,16.09,0.0,0.0,46.0
22244,46.0,17.0,31.0,1007.0,SE,20.11,0.0,0.0,50.0
22245,50.0,18.0,29.0,1007.0,SE,21.9,0.0,0.0,56.0
22246,56.0,18.0,28.0,1008.0,SE,25.03,0.0,0.0,55.0
22247,55.0,18.0,29.0,1008.0,SE,28.16,0.0,0.0,53.0
22248,53.0,17.0,27.0,1008.0,SE,29.95,0.0,0.0,60.0
22249,60.0,17.0,27.0,1008.0,SE,31.74,0.0,0.0,55.0
22250,55.0,18.0,25.0,1009.0,cv,0.45,0.0,0.0,61.0
22251,61.0,19.0,25.0,1009.0,SE,1.79,0.0,0.0,61.0
22252,61.0,21.0,25.0,1009.0,SE,4.92,0.0,0.0,80.0
22253,80.0,21.0,24.0,1009.0,SE,8.94,0.0,0.0,114.0
22254,114.0,21.0,24.0,1009.0,SE,12.07,0.0,0.0,110.0
22255,110.0,22.0,24.0,1010.0,SE,13.86,0.0,0.0,94.0
22256,94.0,22.0,25.0,1011.0,SE,15.65,0.0,0.0,108.0
22257,108.0,22.0,26.0,1011.0,SE,18.78,0.0,0.0,95.0
22258,95.0,22.0,27.0,1011.0,SE,21.91,0.0,0.0,92.0
22259,92.0,22.0,29.0,1011.0,SE,25.04,0.0,0.0,85.0
22260,85.0,21.0,30.0,1010.0,SE,28.17,0.0,0.0,79.0
22261,79.0,22.0,30.0,1010.0,SE,31.3,0.0,0.0,77.0
22262,77.0,21.0,31.0,1009.0,SE,34.43,0.0,0.0,76.0
22263,76.0,21.0,32.0,1009.0,SE,38.45,0.0,0.0,0.0
22264,0.0,21.0,32.0,1008.0,SE,41.58,0.0,0.0,83.0
22265,83.0,20.0,31.0,1008.0,SE,45.6,0.0,0.0,75.0
22266,75.0,20.0,31.0,1007.0,SE,49.62,0.0,0.0,79.0
22267,79.0,20.0,30.0,1007.0,SE,53.64,0.0,0.0,79.0
22268,79.0,20.0,29.0,1008.0,SE,58.56,0.0,0.0,107.0
22269,107.0,21.0,28.0,1008.0,SE,62.58,0.0,0.0,64.0
22270,64.0,21.0,27.0,1009.0,SE,65.71,0.0,0.0,72.0
22271,72.0,21.0,26.0,1010.0,SE,68.84,0.0,0.0,80.0
22272,80.0,21.0,25.0,1010.0,SE,71.97,0.0,0.0,89.0
22273,89.0,22.0,25.0,1010.0,SE,75.1,0.0,0.0,0.0
22274,0.0,22.0,24.0,1010.0,SE,78.23,0.0,0.0,99.0
22275,99.0,22.0,24.0,1010.0,SE,81.36,0.0,0.0,99.0
22276,99.0,22.0,24.0,1010.0,SE,83.15,0.0,0.0,79.0
22277,79.0,22.0,23.0,1010.0,SE,84.94,0.0,0.0,51.0
22278,51.0,21.0,23.0,1010.0,SE,86.73,0.0,0.0,54.0
22279,54.0,21.0,22.0,1010.0,SE,89.86,0.0,0.0,54.0
22280,54.0,21.0,23.0,1010.0,SE,91.65,0.0,0.0,65.0
22281,65.0,21.0,24.0,1010.0,SE,93.44,0.0,0.0,76.0
22282,76.0,22.0,26.0,1010.0,SE,95.23,0.0,0.0,81.0
22283,81.0,21.0,27.0,1009.0,SE,97.02,0.0,0.0,90.0
22284,90.0,21.0,28.0,1009.0,cv,1.79,0.0,0.0,96.0
22285,96.0,21.0,29.0,1008.0,SE,1.79,0.0,0.0,99.0
22286,99.0,21.0,29.0,1007.0,SE,3.58,0.0,0.0,104.0
22287,104.0,21.0,30.0,1007.0,SE,6.71,0.0,0.0,103.0
22288,103.0,21.0,30.0,1006.0,SE,9.84,0.0,0.0,95.0
22289,95.0,21.0,30.0,1006.0,SE,12.97,0.0,0.0,98.0
22290,98.0,22.0,30.0,1005.0,SE,16.1,0.0,0.0,88.0
22291,88.0,21.0,30.0,1005.0,SE,19.23,0.0,0.0,105.0
22292,105.0,21.0,29.0,1005.0,SE,21.02,0.0,0.0,106.0
22293,106.0,22.0,28.0,1006.0,SE,22.81,0.0,0.0,100.0
22294,100.0,22.0,27.0,1006.0,SE,24.6,0.0,0.0,100.0
22295,100.0,22.0,27.0,1007.0,SE,27.73,0.0,0.0,80.0
22296,80.0,22.0,26.0,1007.0,SE,30.86,0.0,0.0,82.0
22297,82.0,22.0,26.0,1006.0,SE,32.65,0.0,0.0,83.0
22298,83.0,22.0,25.0,1007.0,SE,34.44,0.0,0.0,92.0
22299,92.0,22.0,25.0,1007.0,SE,36.23,0.0,0.0,105.0
22300,105.0,23.0,24.0,1006.0,cv,0.89,0.0,0.0,120.0
22301,120.0,22.0,24.0,1006.0,SE,1.79,0.0,0.0,124.0
22302,124.0,22.0,24.0,1007.0,SE,3.58,0.0,0.0,123.0
22303,123.0,22.0,24.0,1007.0,SE,5.37,0.0,0.0,116.0
22304,116.0,23.0,24.0,1007.0,SE,7.16,0.0,0.0,126.0
22305,126.0,23.0,25.0,1007.0,SE,8.95,0.0,0.0,132.0
22306,132.0,23.0,26.0,1007.0,SE,10.74,0.0,0.0,136.0
22307,136.0,23.0,27.0,1007.0,SE,12.53,0.0,0.0,128.0
22308,128.0,23.0,28.0,1007.0,SE,14.32,0.0,0.0,130.0
22309,130.0,23.0,28.0,1006.0,SE,16.11,0.0,0.0,116.0
22310,116.0,23.0,29.0,1006.0,SE,17.9,0.0,0.0,115.0
22311,115.0,23.0,30.0,1005.0,SE,19.69,0.0,0.0,120.0
22312,120.0,24.0,30.0,1004.0,SE,21.48,0.0,0.0,126.0
22313,126.0,23.0,31.0,1004.0,SE,23.27,0.0,0.0,142.0
22314,142.0,23.0,30.0,1004.0,SE,26.4,0.0,0.0,138.0
22315,138.0,24.0,30.0,1003.0,SE,28.19,0.0,0.0,133.0
22316,133.0,24.0,29.0,1004.0,SE,29.98,0.0,0.0,124.0
22317,124.0,23.0,28.0,1004.0,cv,0.89,0.0,0.0,138.0
22318,138.0,23.0,28.0,1005.0,SE,1.79,0.0,0.0,132.0
22319,132.0,24.0,27.0,1004.0,SE,2.68,0.0,0.0,146.0
22320,146.0,23.0,28.0,1004.0,SE,5.81,0.0,0.0,160.0
22321,160.0,24.0,27.0,1005.0,SE,7.6,0.0,0.0,173.0
22322,173.0,24.0,27.0,1004.0,SE,9.39,0.0,0.0,167.0
22323,167.0,24.0,27.0,1004.0,SE,11.18,0.0,0.0,179.0
22324,179.0,24.0,26.0,1004.0,SE,12.97,0.0,0.0,187.0
22325,187.0,24.0,25.0,1005.0,SE,14.76,0.0,0.0,195.0
22326,195.0,24.0,25.0,1005.0,SE,16.55,0.0,0.0,197.0
22327,197.0,24.0,25.0,1005.0,cv,0.89,0.0,0.0,202.0
22328,202.0,24.0,26.0,1005.0,SE,1.79,0.0,0.0,206.0
22329,206.0,24.0,27.0,1006.0,SE,3.58,0.0,0.0,205.0
22330,205.0,24.0,28.0,1006.0,cv,0.89,0.0,0.0,212.0
22331,212.0,24.0,28.0,1005.0,NE,1.79,0.0,0.0,222.0
22332,222.0,25.0,30.0,1005.0,SE,1.79,0.0,0.0,226.0
22333,226.0,24.0,31.0,1005.0,SE,4.92,0.0,0.0,259.0
22334,259.0,25.0,32.0,1004.0,SE,8.05,0.0,0.0,220.0
22335,220.0,25.0,32.0,1004.0,SE,11.18,0.0,0.0,189.0
22336,189.0,23.0,32.0,1003.0,SE,16.1,0.0,0.0,197.0
